Room 	Date/Time Drawn
BROWN 414	Apr 18, 2017 10:02:26 AM
1903 432	Apr 18, 2017 10:09:36 AM
BROWN 219	Apr 18, 2017 10:16:49 AM
DOD 402N	Apr 18, 2017 10:23:11 AM
PYNE 634	Apr 18, 2017 10:32:25 AM
CUYLER 234	Apr 18, 2017 10:38:01 AM
BROWN 220	Apr 18, 2017 10:45:25 AM
1903 227	Apr 18, 2017 10:52:52 AM
DOD 202S	Apr 18, 2017 10:55:51 AM
1903 221	Apr 18, 2017 11:03:55 AM
1903 225	Apr 18, 2017 11:04:53 AM
1903 433	Apr 18, 2017 11:08:11 AM
WRIGHT 402	Apr 18, 2017 11:14:40 AM
PYNE 312	Apr 18, 2017 11:28:00 AM
PYNE 311	Apr 18, 2017 11:29:02 AM
PYNE 315	Apr 18, 2017 11:29:28 AM
PYNE 316	Apr 18, 2017 11:29:45 AM
PYNE 411	Apr 18, 2017 11:31:11 AM
FOULKE 325	Apr 18, 2017 11:35:46 AM
FOULKE 315	Apr 18, 2017 11:35:49 AM
CUYLER 432	Apr 18, 2017 11:44:26 AM
1903 125	Apr 18, 2017 11:53:22 AM
1903 332	Apr 18, 2017 11:53:23 AM
1903 121	Apr 18, 2017 11:53:31 AM
1903 124	Apr 18, 2017 11:53:36 AM
1903 211	Apr 18, 2017 11:54:07 AM
SCULLY 355	Apr 18, 2017 11:55:23 AM
WRIGHT 403	Apr 18, 2017 11:55:35 AM
1901 323	Apr 18, 2017 11:56:22 AM
SCULLY 313	Apr 18, 2017 12:08:41 PM
SCULLY 315	Apr 18, 2017 12:08:46 PM
SCULLY 138	Apr 18, 2017 12:09:38 PM
FOULKE 202	Apr 18, 2017 12:19:16 PM
FOULKE 203	Apr 18, 2017 12:19:32 PM
FOULKE 201	Apr 18, 2017 12:22:07 PM
SCULLY 140	Apr 18, 2017 12:28:43 PM
WRIGHT 406	Apr 18, 2017 12:33:32 PM
1903 134	Apr 18, 2017 12:34:06 PM
1903 312	Apr 18, 2017 12:34:15 PM
1903 402	Apr 18, 2017 12:36:12 PM
DOD 217	Apr 18, 2017 12:43:39 PM
1903 513	Apr 18, 2017 12:44:54 PM
1903 514	Apr 18, 2017 12:44:54 PM
1903 511	Apr 18, 2017 12:44:55 PM
SCULLY 340	Apr 18, 2017 12:53:43 PM
SCULLY 128	Apr 18, 2017 12:59:18 PM
SCULLY 130	Apr 18, 2017 12:59:55 PM
SCULLY 132	Apr 18, 2017 1:00:34 PM
SCULLY 134	Apr 18, 2017 1:01:09 PM
LAUGHLIN 513	Apr 18, 2017 1:06:01 PM
1903 224	Apr 18, 2017 1:07:00 PM
FOULKE 318	Apr 18, 2017 1:13:36 PM
LOCKHART 401	Apr 18, 2017 1:15:23 PM
HENRY 121	Apr 18, 2017 1:17:43 PM
PATTON 030	Apr 18, 2017 1:17:45 PM
1903 143	Apr 18, 2017 1:21:08 PM
FOULKE 101	Apr 18, 2017 1:21:38 PM
SCULLY 215	Apr 18, 2017 1:32:04 PM
SCULLY 213	Apr 18, 2017 1:32:38 PM
HENRY 321	Apr 18, 2017 1:37:42 PM
HENRY 312	Apr 18, 2017 1:48:43 PM
HENRY 311	Apr 18, 2017 1:54:04 PM
HENRY 314	Apr 18, 2017 1:55:11 PM
DOD 301S	Apr 18, 2017 1:55:53 PM
LITTLE 111	Apr 18, 2017 2:05:26 PM
DOD 306	Apr 18, 2017 2:14:34 PM
DOD 406	Apr 18, 2017 2:15:01 PM
DOD 416	Apr 18, 2017 2:15:59 PM
1903 323	Apr 18, 2017 2:18:32 PM
1903 322	Apr 18, 2017 2:18:40 PM
1903 521	Apr 18, 2017 2:18:42 PM
DOD 401N	Apr 18, 2017 2:18:50 PM
1903 526	Apr 18, 2017 2:19:11 PM
DOD 307	Apr 18, 2017 2:19:41 PM
LAUGHLIN 618	Apr 18, 2017 2:32:54 PM
LAUGHLIN 622	Apr 18, 2017 2:33:24 PM
LAUGHLIN 627	Apr 18, 2017 2:33:25 PM
LAUGHLIN 623	Apr 18, 2017 2:33:35 PM
PYNE 427	Apr 18, 2017 2:39:31 PM
PYNE 625	Apr 18, 2017 2:39:53 PM
PYNE 425	Apr 18, 2017 2:39:53 PM
PATTON T02	Apr 18, 2017 2:47:50 PM
HENRY 141	Apr 18, 2017 2:50:33 PM
HENRY 151	Apr 18, 2017 2:52:30 PM
HENRY 132	Apr 18, 2017 2:54:44 PM
SCULLY 123	Apr 18, 2017 2:59:06 PM
PATTON T11	Apr 18, 2017 3:02:16 PM
PYNE 224	Apr 18, 2017 3:05:39 PM
PYNE 222	Apr 18, 2017 3:07:04 PM
1901 113	Apr 18, 2017 3:08:23 PM
LITTLE 142	Apr 18, 2017 3:08:51 PM
1901 132	Apr 18, 2017 3:13:00 PM
1903 431	Apr 18, 2017 3:15:54 PM
DOD 407	Apr 18, 2017 3:25:28 PM
DOD 302N	Apr 18, 2017 3:25:30 PM
BROWN 113	Apr 18, 2017 3:28:39 PM
DOD 101N	Apr 18, 2017 3:29:13 PM
1903 136	Apr 18, 2017 3:35:57 PM
LITTLE A46	Apr 18, 2017 3:37:42 PM
HENRY 226	Apr 18, 2017 3:47:45 PM
HENRY 220	Apr 18, 2017 3:48:23 PM
HENRY 224	Apr 18, 2017 3:48:26 PM
HENRY 229	Apr 18, 2017 3:50:00 PM
1901 126	Apr 18, 2017 4:02:19 PM
1903 223	Apr 18, 2017 4:05:08 PM
SCULLY 227	Apr 18, 2017 4:13:37 PM
SCULLY 225	Apr 18, 2017 4:14:35 PM
1903 242	Apr 18, 2017 4:16:26 PM
PYNE 433	Apr 18, 2017 4:36:51 PM
PYNE 431	Apr 18, 2017 4:38:43 PM
1903 235	Apr 18, 2017 4:46:46 PM
1903 142	Apr 18, 2017 4:47:16 PM
1903 234	Apr 18, 2017 4:47:43 PM
1903 233	Apr 18, 2017 4:48:02 PM
SCULLY 270	Apr 18, 2017 4:53:26 PM
1903 515	Apr 18, 2017 4:58:18 PM
1903 523	Apr 18, 2017 4:59:13 PM
1901 402	Apr 18, 2017 5:07:44 PM
1901 201	Apr 18, 2017 5:08:01 PM
WRIGHT 305	Apr 18, 2017 5:10:42 PM
CUYLER 232	Apr 18, 2017 5:11:33 PM
WRIGHT 304	Apr 18, 2017 5:11:35 PM
CUYLER 431	Apr 18, 2017 5:11:43 PM
CUYLER 634	Apr 18, 2017 5:15:07 PM
1903 411	Apr 18, 2017 5:15:52 PM
CUYLER 233	Apr 18, 2017 5:15:53 PM
PATTON 073	Apr 18, 2017 5:23:05 PM
SCULLY 302	Apr 18, 2017 5:31:58 PM
SCULLY 202	Apr 18, 2017 5:32:18 PM
SCULLY 438	Apr 18, 2017 5:39:38 PM
SCULLY 253	Apr 18, 2017 5:39:50 PM
1903 503	Apr 18, 2017 5:49:31 PM
SCULLY 258	Apr 18, 2017 5:53:17 PM
SCULLY 446	Apr 18, 2017 5:53:35 PM
1901 331	Apr 19, 2017 9:03:27 AM
PATTON T10	Apr 19, 2017 9:05:17 AM
1901 114	Apr 19, 2017 9:19:35 AM
HENRY 301	Apr 19, 2017 9:21:23 AM
BROWN 123	Apr 19, 2017 9:24:39 AM
BROWN 125	Apr 19, 2017 9:25:01 AM
DOD 202N	Apr 19, 2017 9:39:26 AM
SCULLY 240	Apr 19, 2017 9:44:36 AM
1903 232	Apr 19, 2017 9:46:26 AM
CUYLER 404	Apr 19, 2017 9:51:11 AM
LAUGHLIN 512	Apr 19, 2017 9:58:30 AM
BROWN 326	Apr 19, 2017 10:09:34 AM
PYNE 624	Apr 19, 2017 10:09:51 AM
PYNE 622	Apr 19, 2017 10:09:51 AM
FOULKE 123	Apr 19, 2017 10:10:13 AM
BROWN 325	Apr 19, 2017 10:10:30 AM
CUYLER 421	Apr 19, 2017 10:12:40 AM
PYNE 603	Apr 19, 2017 10:13:30 AM
SCULLY 150	Apr 19, 2017 10:18:23 AM
LITTLE 141	Apr 19, 2017 10:22:55 AM
SCULLY 354	Apr 19, 2017 10:24:02 AM
FOULKE 341	Apr 19, 2017 10:31:55 AM
LAUGHLIN 615	Apr 19, 2017 10:32:52 AM
1903 525	Apr 19, 2017 10:36:51 AM
BROWN 226	Apr 19, 2017 10:36:52 AM
SCULLY 236	Apr 19, 2017 10:36:55 AM
SCULLY 232	Apr 19, 2017 10:36:55 AM
SCULLY 234	Apr 19, 2017 10:37:56 AM
SCULLY 238	Apr 19, 2017 10:42:15 AM
FOULKE 102	Apr 19, 2017 10:51:27 AM
WRIGHT 011	Apr 19, 2017 10:58:07 AM
PATTON 072	Apr 19, 2017 11:04:22 AM
CUYLER 235	Apr 19, 2017 11:10:40 AM
SCULLY 350	Apr 19, 2017 11:20:51 AM
SCULLY 348	Apr 19, 2017 11:20:56 AM
HENRY 206	Apr 19, 2017 11:24:44 AM
HENRY 205	Apr 19, 2017 11:25:46 AM
FOULKE 331	Apr 19, 2017 11:27:16 AM
LAUGHLIN 522	Apr 19, 2017 11:41:40 AM
PYNE 601	Apr 19, 2017 11:44:36 AM
PYNE 612	Apr 19, 2017 11:45:02 AM
PYNE 602	Apr 19, 2017 11:47:29 AM
CUYLER 601	Apr 19, 2017 12:05:04 PM
CUYLER 632	Apr 19, 2017 12:06:01 PM
DOD 201N	Apr 19, 2017 12:15:25 PM
BROWN 426	Apr 19, 2017 12:18:48 PM
BROWN 425	Apr 19, 2017 12:28:13 PM
BROWN 222	Apr 19, 2017 12:28:31 PM
1903 135	Apr 19, 2017 12:29:43 PM
SCULLY 153	Apr 19, 2017 12:32:42 PM
BROWN 322	Apr 19, 2017 12:35:13 PM
SCULLY 364	Apr 19, 2017 12:37:05 PM
SCULLY 362	Apr 19, 2017 12:37:23 PM
SCULLY 326	Apr 19, 2017 12:38:00 PM
BROWN 413	Apr 19, 2017 12:47:16 PM
LITTLE 122	Apr 19, 2017 12:49:39 PM
LITTLE A56	Apr 19, 2017 12:59:35 PM
SCULLY 148	Apr 19, 2017 1:06:16 PM
BROWN 318	Apr 19, 2017 1:06:24 PM
DOD 301N	Apr 19, 2017 1:14:19 PM
LOCKHART 402	Apr 19, 2017 1:17:37 PM
LITTLE 123	Apr 19, 2017 1:28:14 PM
FOULKE 333	Apr 19, 2017 1:28:41 PM
SCULLY 104	Apr 19, 2017 1:29:59 PM
1901 233	Apr 19, 2017 1:39:05 PM
CUYLER 435	Apr 19, 2017 2:02:07 PM
BROWN 117	Apr 19, 2017 2:02:10 PM
BROWN 114	Apr 19, 2017 2:02:14 PM
SCULLY 360	Apr 19, 2017 2:30:10 PM
SCULLY 124	Apr 19, 2017 2:31:11 PM
SCULLY 126	Apr 19, 2017 2:32:53 PM
SCULLY 440	Apr 19, 2017 2:44:29 PM
LAUGHLIN 621	Apr 19, 2017 2:55:30 PM
HENRY 207	Apr 19, 2017 2:58:00 PM
CUYLER 231	Apr 19, 2017 3:00:24 PM
WRIGHT 032	Apr 19, 2017 3:00:24 PM
SCULLY 347	Apr 19, 2017 3:00:28 PM
1901 141	Apr 19, 2017 3:19:42 PM
SCULLY 208	Apr 19, 2017 3:25:51 PM
LAUGHLIN 617	Apr 19, 2017 3:38:24 PM
DOD 401S	Apr 19, 2017 3:38:52 PM
HENRY 134	Apr 19, 2017 3:42:34 PM
DOD 302S	Apr 19, 2017 3:53:56 PM
SCULLY 268	Apr 19, 2017 4:09:00 PM
PYNE 323	Apr 19, 2017 4:30:22 PM
1901 102	Apr 19, 2017 4:34:27 PM
LAUGHLIN 614	Apr 19, 2017 4:35:44 PM
SCULLY 247	Apr 19, 2017 4:41:39 PM
LITTLE 121	Apr 19, 2017 5:00:49 PM
1903 413	Apr 19, 2017 5:04:25 PM
BROWN 420	Apr 19, 2017 5:05:47 PM
PYNE 641	Apr 19, 2017 5:10:08 PM
BROWN 422	Apr 19, 2017 5:18:00 PM
LOCKHART 313	Apr 19, 2017 5:19:04 PM
LOCKHART 314	Apr 19, 2017 5:19:08 PM
PATTON 308	Apr 19, 2017 5:28:55 PM
BROWN 319	Apr 19, 2017 5:32:45 PM
LOCKHART 413	Apr 19, 2017 5:36:22 PM
LOCKHART 315	Apr 19, 2017 5:36:22 PM
PYNE 422	Apr 19, 2017 5:38:39 PM
SCULLY 114	Apr 19, 2017 5:38:41 PM
FOULKE 323	Apr 19, 2017 5:38:58 PM
FOULKE 124	Apr 19, 2017 5:42:40 PM
LOCKHART 411	Apr 19, 2017 5:46:36 PM
HENRY 233	Apr 19, 2017 5:46:58 PM
SCULLY 156	Apr 19, 2017 5:58:57 PM
LAUGHLIN 531	Apr 20, 2017 9:10:20 AM
SCULLY 254	Apr 20, 2017 9:12:11 AM
BROWN 121	Apr 20, 2017 9:16:34 AM
LITTLE 143	Apr 20, 2017 9:22:19 AM
HENRY 236	Apr 20, 2017 9:26:12 AM
SCULLY 222	Apr 20, 2017 9:27:08 AM
BROWN 126	Apr 20, 2017 9:31:51 AM
BROWN 328	Apr 20, 2017 9:36:13 AM
HENRY 211	Apr 20, 2017 9:37:58 AM
SCULLY 142	Apr 20, 2017 9:38:10 AM
PYNE 144	Apr 20, 2017 9:45:42 AM
SCULLY 310	Apr 20, 2017 9:46:06 AM
SCULLY 316	Apr 20, 2017 9:46:31 AM
SCULLY 322	Apr 20, 2017 9:46:33 AM
SCULLY 308	Apr 20, 2017 9:46:37 AM
SCULLY 318	Apr 20, 2017 9:47:07 AM
CUYLER 631	Apr 20, 2017 9:54:34 AM
SCULLY 370	Apr 20, 2017 9:59:29 AM
SCULLY 224	Apr 20, 2017 10:00:07 AM
SCULLY 226	Apr 20, 2017 10:00:40 AM
PYNE 741	Apr 20, 2017 10:03:43 AM
FOULKE 303	Apr 20, 2017 10:03:46 AM
FOULKE 302	Apr 20, 2017 10:03:49 AM
SCULLY 101	Apr 20, 2017 10:04:01 AM
HENRY 231	Apr 20, 2017 10:04:19 AM
HENRY 235	Apr 20, 2017 10:04:19 AM
FOULKE 301	Apr 20, 2017 10:08:49 AM
HENRY 123	Apr 20, 2017 10:13:28 AM
LOCKHART 433	Apr 20, 2017 10:27:02 AM
SCULLY 106	Apr 20, 2017 10:35:34 AM
FOULKE 133	Apr 20, 2017 10:40:27 AM
SCULLY 108	Apr 20, 2017 10:47:11 AM
SCULLY 110	Apr 20, 2017 10:47:12 AM
CUYLER 112	Apr 20, 2017 10:47:16 AM
LITTLE A40	Apr 20, 2017 10:52:13 AM
HENRY 133	Apr 20, 2017 10:52:17 AM
CUYLER 236	Apr 20, 2017 11:13:42 AM
PATTON 311	Apr 20, 2017 11:13:55 AM
SCULLY 314	Apr 20, 2017 11:20:15 AM
CUYLER 311	Apr 20, 2017 11:23:50 AM
CUYLER 611	Apr 20, 2017 11:24:10 AM
CUYLER 436	Apr 20, 2017 11:24:21 AM
SCULLY 361	Apr 20, 2017 11:32:52 AM
SCULLY 242	Apr 20, 2017 11:39:44 AM
HENRY 213	Apr 20, 2017 11:45:40 AM
HENRY 214	Apr 20, 2017 11:48:07 AM
HENRY 218	Apr 20, 2017 11:48:53 AM
LITTLE A38	Apr 20, 2017 11:52:14 AM
SCULLY 307	Apr 20, 2017 11:56:35 AM
1903 226	Apr 20, 2017 11:58:19 AM
PATTON 060	Apr 20, 2017 12:05:56 PM
LOCKHART 214	Apr 20, 2017 12:16:20 PM
LOCKHART 421	Apr 20, 2017 12:16:53 PM
SCULLY 432	Apr 20, 2017 12:24:14 PM
CUYLER 322	Apr 20, 2017 12:31:15 PM
CUYLER 321	Apr 20, 2017 12:31:23 PM
SCULLY 417	Apr 20, 2017 12:39:31 PM
SCULLY 416	Apr 20, 2017 12:39:51 PM
SCULLY 418	Apr 20, 2017 12:41:44 PM
SCULLY 422	Apr 20, 2017 12:42:51 PM
CUYLER 414	Apr 20, 2017 12:58:47 PM
1901 101	Apr 20, 2017 12:59:48 PM
PYNE 134	Apr 20, 2017 1:03:18 PM
LOCKHART 114	Apr 20, 2017 1:09:15 PM
SCULLY 324	Apr 20, 2017 1:09:15 PM
SCULLY 301	Apr 20, 2017 1:17:11 PM
CUYLER 621	Apr 20, 2017 1:19:17 PM
FOULKE 222	Apr 20, 2017 1:24:40 PM
1903 501	Apr 20, 2017 1:25:06 PM
SCULLY 332	Apr 20, 2017 1:34:36 PM
PYNE 728	Apr 20, 2017 1:36:03 PM
1901 413	Apr 20, 2017 1:37:17 PM
PATTON 062	Apr 20, 2017 1:45:48 PM
1901 117	Apr 20, 2017 1:57:00 PM
HENRY 202	Apr 20, 2017 2:01:31 PM
SCULLY 403	Apr 20, 2017 2:01:37 PM
PYNE 719	Apr 20, 2017 2:01:45 PM
HENRY 201	Apr 20, 2017 2:01:58 PM
PATTON 061	Apr 20, 2017 2:05:19 PM
FOULKE 215	Apr 20, 2017 2:09:40 PM
1901 322	Apr 20, 2017 2:10:03 PM
FOULKE 112	Apr 20, 2017 2:10:07 PM
SCULLY 374	Apr 20, 2017 2:15:14 PM
1901 311	Apr 20, 2017 2:18:02 PM
1901 213	Apr 20, 2017 2:19:17 PM
PYNE 141	Apr 20, 2017 2:23:24 PM
SCULLY 413	Apr 20, 2017 2:25:07 PM
SCULLY 415	Apr 20, 2017 2:26:13 PM
WRIGHT 031	Apr 20, 2017 2:30:30 PM
SCULLY 406	Apr 20, 2017 2:35:35 PM
SCULLY 410	Apr 20, 2017 2:37:12 PM
SCULLY 404	Apr 20, 2017 2:39:53 PM
DOD 213	Apr 20, 2017 2:43:41 PM
SCULLY 372	Apr 20, 2017 2:47:35 PM
1901 203	Apr 20, 2017 2:50:36 PM
1901 202	Apr 20, 2017 2:50:56 PM
FOULKE 306	Apr 20, 2017 2:55:30 PM
CUYLER 612	Apr 20, 2017 2:55:38 PM
BROWN 212	Apr 20, 2017 2:59:43 PM
WRIGHT 010	Apr 20, 2017 3:06:46 PM
FOULKE 308	Apr 20, 2017 3:10:18 PM
1903 512	Apr 20, 2017 3:19:49 PM
PYNE 715	Apr 20, 2017 3:26:53 PM
FOULKE 312	Apr 20, 2017 3:27:05 PM
1901 224	Apr 20, 2017 3:32:01 PM
FOULKE 122	Apr 20, 2017 3:32:32 PM
PYNE 711	Apr 20, 2017 3:34:16 PM
PYNE 713	Apr 20, 2017 3:34:28 PM
SCULLY 444	Apr 20, 2017 3:36:03 PM
LITTLE 134	Apr 20, 2017 3:36:11 PM
SCULLY 149	Apr 20, 2017 3:36:27 PM
CUYLER 122	Apr 20, 2017 3:48:27 PM
SCULLY 366	Apr 20, 2017 3:48:28 PM
PATTON T06	Apr 20, 2017 3:54:44 PM
SCULLY 368	Apr 20, 2017 3:58:05 PM
DOD 313	Apr 20, 2017 3:58:06 PM
SCULLY 353	Apr 20, 2017 3:59:26 PM
SCULLY 107	Apr 20, 2017 4:06:36 PM
SCULLY 430	Apr 20, 2017 4:10:42 PM
SCULLY 437	Apr 20, 2017 4:10:43 PM
PYNE 712	Apr 20, 2017 4:11:10 PM
PYNE 705	Apr 20, 2017 4:11:14 PM
PYNE 701	Apr 20, 2017 4:11:51 PM
SCULLY 435	Apr 20, 2017 4:12:21 PM
SCULLY 439	Apr 20, 2017 4:25:42 PM
PYNE 333	Apr 20, 2017 4:26:32 PM
SCULLY 349	Apr 20, 2017 4:27:59 PM
SCULLY 407	Apr 20, 2017 4:28:24 PM
SCULLY 207	Apr 20, 2017 4:34:35 PM
SCULLY 447	Apr 20, 2017 4:40:26 PM
SCULLY 228	Apr 20, 2017 4:40:28 PM
SCULLY 147	Apr 20, 2017 4:50:49 PM
SCULLY 405	Apr 20, 2017 4:51:12 PM
PYNE 716	Apr 20, 2017 4:57:35 PM
PYNE 717	Apr 20, 2017 4:57:45 PM
BROWN 127	Apr 20, 2017 5:01:45 PM
WRIGHT 021	Apr 20, 2017 5:08:17 PM
LOCKHART 223	Apr 20, 2017 5:08:52 PM
1901 225	Apr 20, 2017 5:09:30 PM
1901 226	Apr 20, 2017 5:11:12 PM
1901 215	Apr 20, 2017 5:17:09 PM
PYNE 702	Apr 20, 2017 5:20:41 PM
1903 236	Apr 20, 2017 5:21:43 PM
PYNE 703	Apr 20, 2017 5:22:03 PM
BROWN 427	Apr 20, 2017 5:29:11 PM
PATTON 063	Apr 20, 2017 5:52:02 PM
LAUGHLIN 616	Apr 20, 2017 6:07:45 PM
CUYLER 211	Apr 20, 2017 6:08:13 PM
DOD 303	Apr 20, 2017 6:44:36 PM
1901 119	Apr 21, 2017 9:01:44 AM
LOCKHART 121	Apr 21, 2017 9:09:19 AM
LITTLE 097	Apr 21, 2017 9:10:42 AM
PYNE 233	Apr 21, 2017 9:22:40 AM
LOCKHART 423	Apr 21, 2017 9:25:17 AM
BROWN 228	Apr 21, 2017 9:26:05 AM
PYNE 232	Apr 21, 2017 9:26:11 AM
PYNE 432	Apr 21, 2017 9:33:33 AM
1903 321	Apr 21, 2017 9:41:32 AM
1903 324	Apr 21, 2017 9:41:34 AM
PYNE 725	Apr 21, 2017 9:46:46 AM
PATTON 312	Apr 21, 2017 9:47:00 AM
PYNE 724	Apr 21, 2017 9:47:36 AM
PYNE 626	Apr 21, 2017 9:49:27 AM
HENRY 232	Apr 21, 2017 9:55:14 AM
HENRY 222A	Apr 21, 2017 9:55:44 AM
HENRY 223	Apr 21, 2017 9:55:57 AM
PATTON T03	Apr 21, 2017 10:01:48 AM
1901 223A	Apr 21, 2017 10:08:20 AM
HENRY 230	Apr 21, 2017 10:29:39 AM
HENRY 131	Apr 21, 2017 10:29:54 AM
CUYLER 312	Apr 21, 2017 10:31:24 AM
1901 334	Apr 21, 2017 10:37:50 AM
PATTON 088	Apr 21, 2017 10:40:30 AM
FOULKE 329	Apr 21, 2017 10:49:56 AM
FOULKE 114	Apr 21, 2017 10:53:26 AM
BROWN 419	Apr 21, 2017 10:57:53 AM
PYNE 439	Apr 21, 2017 11:02:10 AM
LAUGHLIN 534	Apr 21, 2017 11:02:32 AM
1901 232	Apr 21, 2017 11:02:34 AM
LOCKHART 112	Apr 21, 2017 11:07:39 AM
PYNE 743	Apr 21, 2017 11:15:15 AM
1901 321	Apr 21, 2017 11:15:29 AM
WRIGHT 407	Apr 21, 2017 11:15:58 AM
WRIGHT 020	Apr 21, 2017 11:16:23 AM
CUYLER 121	Apr 21, 2017 11:23:38 AM
CUYLER 522	Apr 21, 2017 11:23:45 AM
1901 124	Apr 21, 2017 11:33:36 AM
1901 121	Apr 21, 2017 11:41:11 AM
LOCKHART 311	Apr 21, 2017 11:41:51 AM
PYNE 143	Apr 21, 2017 11:55:12 AM
HENRY 234	Apr 21, 2017 11:55:22 AM
HENRY 323	Apr 21, 2017 11:56:20 AM
1901 301	Apr 21, 2017 12:00:35 PM
FOULKE 327	Apr 21, 2017 12:13:17 PM
PYNE 441A	Apr 21, 2017 12:14:31 PM
BROWN 227	Apr 21, 2017 12:17:22 PM
HENRY 227	Apr 21, 2017 12:22:56 PM
HENRY 332	Apr 21, 2017 12:22:56 PM
1901 131	Apr 21, 2017 12:27:22 PM
FOULKE 221	Apr 21, 2017 12:30:23 PM
HENRY 331	Apr 21, 2017 12:48:05 PM
HENRY 228	Apr 21, 2017 12:48:48 PM
LAUGHLIN 612	Apr 21, 2017 12:55:51 PM
PYNE 440	Apr 21, 2017 1:04:29 PM
CUYLER 622	Apr 21, 2017 1:04:48 PM
PYNE 314	Apr 21, 2017 1:08:00 PM
CUYLER 221	Apr 21, 2017 1:21:02 PM
LOCKHART 102	Apr 21, 2017 1:21:45 PM
FOULKE 322	Apr 21, 2017 1:27:04 PM
CUYLER 623	Apr 21, 2017 1:32:03 PM
CUYLER 222	Apr 21, 2017 1:32:05 PM
PYNE 442	Apr 21, 2017 1:42:50 PM
CUYLER 613	Apr 21, 2017 1:43:03 PM
LITTLE 101	Apr 21, 2017 1:51:11 PM
1901 222	Apr 21, 2017 2:03:12 PM
PYNE 230	Apr 21, 2017 2:04:12 PM
1901 122	Apr 21, 2017 2:12:34 PM
CUYLER 422	Apr 21, 2017 2:17:38 PM
CUYLER 212	Apr 21, 2017 2:18:41 PM
1903 535	Apr 21, 2017 2:26:16 PM
CUYLER 412	Apr 21, 2017 2:27:05 PM
HENRY 113	Apr 21, 2017 2:34:20 PM
LOCKHART 431	Apr 21, 2017 2:39:42 PM
BROWN 418	Apr 21, 2017 2:50:51 PM
FOULKE 121	Apr 21, 2017 3:00:42 PM
CUYLER 111	Apr 21, 2017 3:09:11 PM
PYNE 131	Apr 21, 2017 3:11:03 PM
CUYLER 402	Apr 21, 2017 3:19:39 PM
1903 502	Apr 21, 2017 3:19:44 PM
1901 118	Apr 21, 2017 3:22:00 PM
PYNE 121	Apr 21, 2017 3:26:51 PM
LITTLE 103	Apr 21, 2017 3:36:10 PM
LITTLE 145	Apr 21, 2017 3:41:15 PM
1901 133	Apr 21, 2017 3:46:40 PM
BROWN 122	Apr 21, 2017 3:51:36 PM
1901 104	Apr 21, 2017 3:59:56 PM
1901 125	Apr 21, 2017 4:05:27 PM
HENRY 114	Apr 21, 2017 4:17:07 PM
PYNE 443	Apr 21, 2017 4:19:08 PM
BROWN 128	Apr 21, 2017 4:24:57 PM
1903 213	Apr 21, 2017 4:31:54 PM
FOULKE 311	Apr 21, 2017 4:32:13 PM
PYNE 614	Apr 21, 2017 4:42:19 PM
PYNE 734	Apr 21, 2017 4:43:20 PM
PYNE 718	Apr 21, 2017 4:43:43 PM
FOULKE 304	Apr 21, 2017 5:06:27 PM
LAUGHLIN 631	Apr 21, 2017 5:32:08 PM
HENRY 112	Apr 21, 2017 5:49:48 PM
HENRY 111	Apr 21, 2017 5:50:32 PM
LITTLE 091	Apr 21, 2017 6:01:03 PM
BROWN 221	Apr 22, 2017 9:11:05 AM
LITTLE A54	Apr 22, 2017 9:21:59 AM
LITTLE A48	Apr 22, 2017 9:23:58 AM
FOULKE 111	Apr 22, 2017 9:31:14 AM
HENRY 124	Apr 22, 2017 9:39:24 AM
BROWN 320	Apr 22, 2017 9:53:41 AM
BROWN 327	Apr 22, 2017 9:54:43 AM
PYNE 435	Apr 22, 2017 10:02:53 AM
FOULKE 131	Apr 22, 2017 10:03:44 AM
HENRY 333	Apr 22, 2017 10:06:48 AM
LOCKHART 432	Apr 22, 2017 10:07:36 AM
HENRY 122	Apr 22, 2017 10:23:42 AM
LITTLE 105	Apr 22, 2017 10:24:37 AM
1901 212	Apr 22, 2017 10:25:24 AM
LOCKHART 321	Apr 22, 2017 10:31:55 AM
BROWN 112	Apr 22, 2017 10:35:53 AM
BROWN 211	Apr 22, 2017 10:40:39 AM
BROWN 412	Apr 22, 2017 10:48:06 AM
BROWN 428	Apr 22, 2017 11:31:48 AM
BROWN 421	Apr 22, 2017 11:31:54 AM
PYNE 428	Apr 22, 2017 11:40:59 AM
PYNE 242	Apr 22, 2017 11:49:06 AM
FOULKE 326	Apr 22, 2017 11:49:33 AM
LOCKHART 113	Apr 22, 2017 11:51:25 AM
HENRY 302	Apr 22, 2017 12:03:39 PM
BROWN 311	Apr 22, 2017 12:03:55 PM
LAUGHLIN 625	Apr 22, 2017 12:14:59 PM
LITTLE 093	Apr 22, 2017 12:19:45 PM
LAUGHLIN 632	Apr 22, 2017 12:29:31 PM
LAUGHLIN 521	Apr 22, 2017 12:36:34 PM
LAUGHLIN 511	Apr 22, 2017 12:37:26 PM
